,#,ra,dec
27444,62.877068,-63.40474,
27445,63.346974,-24.273722,
27446,359.304791,21.338597,
27447,55.802825,25.914628,
27448,46.439411,-70.225019,
27449,324.135555,16.437523,
27450,337.965547,7.148109,
27451,1.204603,-37.439074,
27452,75.418396,22.447013,
27453,329.413834,26.586969,
27454,44.135879,-69.291845,
27455,6.469773,2.356883,
27456,65.634442,-63.423031,
27457,34.908955,-50.289369,
27458,325.672136,20.015925,
27459,87.340305,-37.823496,
27460,57.996204,-29.926944,
27461,69.110889,-13.574515,
27462,31.083163,-37.891756,
27463,78.264499,11.705817,
27464,18.533726,26.394499,
27465,69.415919,-50.109708,
27466,31.711301,5.706327,
27467,345.242574,-56.366831,
27468,9.23753,-74.803177,
27469,322.569797,9.934309,
27470,334.652284,19.398628,
27471,7.960449,-34.583427,
27472,337.758978,-24.363456,
27473,67.232763,20.689031,
27474,66.051009,-15.173052,
27475,70.270732,-6.840809,
27476,317.621217,-56.025481,
27477,311.807996,22.06373,
27478,82.559312,19.145811,
27479,88.929578,-5.884167,
27480,72.401305,-25.410929,
27481,32.462062,4.754887,
27482,87.207997,11.510433,
27483,326.060467,-19.226855,
27484,32.755296,-15.765867,
27485,331.718306,-27.329856,
27486,358.810621,-56.528213,
27487,35.409743,6.56677,
27488,315.109267,24.928576,
27489,68.025323,-22.49491,
27490,39.041822,5.438952,
27491,330.248529,-9.771494,
27492,355.796373,29.887816,
27493,359.810611,11.120129,
27494,353.701682,-15.615089,
27495,332.223721,11.276125,
27496,333.885403,-55.497873,
27497,83.850261,-72.48916,
27498,353.294328,-52.923008,
27499,339.946904,27.036454,
27500,343.917499,16.598713,
27501,63.769244,-19.096383,
27502,69.756352,-51.082114,
27503,51.460263,-51.38096,
27504,35.455578,-74.521323,
27505,69.877058,6.414952,
27506,36.483294,-37.744811,
27507,312.413289,-26.366553,
27508,352.283069,-30.978303,
27509,340.321513,27.25377,
27510,62.78518,-86.795688,
27511,63.217794,-42.79483,
27512,357.257884,-41.124972,
27513,0.136509,-1.263939,
27514,79.11862,-50.447023,
27515,79.760097,-32.266736,
27516,330.011087,-17.690972,
27517,314.628359,5.534751,
27518,27.933012,-46.470154,
27519,69.586441,4.829255,
27520,35.986782,22.528543,
27521,323.106871,-20.845985,
27522,357.44636,21.660955,
27523,29.75501,29.526183,
27524,327.225652,-15.737395,
27525,44.932997,-41.126134,
27526,315.797747,-25.446058,
27527,36.560908,21.726929,
27528,342.512061,-50.973327,
27529,27.875357,-50.524901,
27530,86.130674,-5.941819,
27531,71.341367,16.416775,
27532,77.779551,-20.306857,
27533,17.381242,-28.441461,
27534,8.076609,-47.721818,
27535,342.825844,-30.837892,
27536,21.113662,-14.023937,
27537,77.766492,-32.884514,
27538,1.040724,-16.646852,
27539,12.552865,23.546587,
27540,0.124715,-39.145658,
27541,313.103152,21.797285,
27542,69.771657,-31.182522,
27543,85.666032,4.031471,
27544,356.508056,-44.326436,
27545,56.830302,-27.965035,
27546,89.024894,0.220845,
27547,88.626162,3.298255,
27548,322.90286,-51.357234,
27549,15.111716,1.551044,
27550,339.027454,14.230617,
27551,329.860742,4.623173,
27552,86.572021,8.135415,
27553,11.70518,-28.865388,
27554,346.761842,-64.167377,
27555,19.439402,-44.09148,
27556,39.436237,-29.842805,
27557,339.683927,-74.069266,
27558,81.345213,-63.173171,
27559,10.8223,-0.582789,
27560,89.037466,-38.691101,
27561,85.594259,-22.966423,
27562,315.792246,9.262994,
27563,51.956922,-19.856749,
27564,8.966176,-5.780374,
27565,326.340547,20.725259,
27566,66.959913,10.070524,
27567,63.736654,24.45387,
27568,62.806068,18.892555,
27569,47.907977,14.660789,
27570,67.73862,-55.274703,
27571,73.058605,-29.971908,
27572,48.600698,-25.170806,
27573,14.865545,-28.456635,
27574,38.418482,-47.582424,
27575,331.150691,-26.859658,
27576,33.65727,8.699114,
27577,54.375554,-4.889887,
27578,40.218245,-61.407839,
27579,38.466984,-53.089823,
27580,24.734035,27.46499,
27581,83.160272,-22.939289,
27582,319.626878,-63.357752,
27583,12.411909,14.831966,
27584,60.861968,-30.970135,
27585,65.201996,24.759442,
27586,339.666764,3.645685,
27587,49.110097,26.286522,
27588,66.683387,-25.35511,
27589,317.793891,-6.086738,
27590,23.197704,-43.856059,
27591,12.976725,-20.895935,
27592,345.191357,20.049337,
27593,12.573311,27.064595,
27594,54.149943,-30.802718,
27595,350.399528,12.098753,
27596,348.087157,9.494284,
27597,86.355516,4.531587,
27598,81.541734,-42.563374,
27599,55.328585,26.20601,
27600,7.219469,2.244479,
27601,57.90217,-27.22174,
27602,82.029417,-6.554911,
27603,72.492574,-44.221509,
27604,50.622937,25.425647,
27605,352.147438,5.14689,
27606,17.689842,-55.259127,
27607,53.588781,-42.10519,
27608,314.939967,3.234396,
27609,51.251914,-44.82608,
27610,323.5521,-71.638233,
27611,16.268524,-37.604458,
27612,318.336886,-52.835726,
27613,19.708811,-71.044837,
27614,340.427997,14.562669,
27615,310.591324,17.967288,
27616,34.612168,-18.117634,
27617,338.307239,-31.529635,
27618,314.997884,-45.345457,
27619,38.115861,-60.924054,
27620,71.609197,3.515374,
27621,330.85866,-46.16517,
27622,71.408111,-25.116141,
27623,71.784889,-41.176274,
27624,325.613478,-1.871072,
27625,70.66905,-39.716832,
27626,6.871974,-2.148634,
27627,29.173308,18.62704,
27628,83.293226,5.898744,
27629,15.073223,7.543364,
27630,87.11214,10.58003,
27631,39.428962,-29.969273,
27632,322.290587,-6.337967,
27633,8.775255,-38.510612,
27634,24.675471,-9.746191,
27635,356.47677,18.409954,
27636,42.754402,-14.373688,
27637,343.952128,-18.524379,
27638,337.670071,-26.588428,
27639,21.392137,-44.13911,
27640,10.129475,10.947499,
27641,42.613729,11.982944,
27642,336.90205,-26.123547,
27643,85.649847,-20.59398,
27644,18.152317,-10.517067,
27645,84.209726,-78.529509,
27646,316.272405,-28.279135,
27647,0.939204,24.700335,
27648,21.761747,-27.990146,
27649,72.691933,-9.268057,
27650,313.485314,-22.698007,
27651,332.938558,-6.015252,
27652,87.842492,-8.887856,
27653,85.582286,-4.844378,
27654,30.803349,-0.966894,
27655,14.679561,-73.755168,
27656,355.82218,-51.377277,
27657,65.944306,-14.53898,
27658,355.682955,27.372384,
27659,334.062745,-42.877535,
27660,72.804604,28.494143,
27661,12.04149,-53.680282,
27662,327.38961,-52.17175,
27663,343.601395,-47.712318,
27664,313.326427,26.547378,
27665,26.377207,-52.511654,
27666,356.115896,18.967806,
27667,321.357385,-1.305109,
27668,30.464156,-12.661317,
27669,71.218466,-12.123675,
27670,315.644936,-43.603926,
27671,88.134347,-39.008463,
27672,325.527239,12.768286,
27673,42.587648,-41.150416,
27674,37.673388,-21.071019,
27675,40.892635,-25.290027,
27676,345.112894,22.937298,
27677,54.833401,5.226064,
27678,31.291393,-8.584719,
27679,80.378243,-15.106849,
27680,55.403757,1.644995,
27681,55.040546,13.2452,
27682,4.000655,-30.435628,
27683,58.28474,-3.375294,
27684,316.267423,-6.241108,
27685,42.914704,-16.298772,
27686,314.020951,25.709344,
27687,316.038659,-9.561093,
27688,83.716682,-34.380253,
27689,73.072091,-18.436355,
27690,80.864451,-28.099528,
27691,344.573036,0.441603,
27692,324.001022,-36.511496,
27693,339.497234,-42.742684,
27694,23.912035,-36.254155,
27695,333.080739,-38.831327,
27696,8.429923,-18.944077,
27697,337.363542,-66.778096,
27698,320.980143,11.603793,
27699,359.967064,15.858154,
27700,34.664315,-16.940384,
27701,80.421483,-10.135742,
27702,8.291752,28.480931,
27703,30.346111,-62.318076,
27704,49.36379,3.464482,
27705,53.223386,-30.16851,
27706,317.718753,11.592462,
27707,341.646341,-0.462857,
27708,313.350517,-40.859398,
27709,35.103106,-12.532338,
27710,85.577367,2.054278,
27711,46.151037,-7.618648,
27712,82.834048,19.003484,
27713,319.479769,-19.305307,
27714,48.702537,13.726938,
27715,317.511743,-77.008346,
27716,355.001227,-7.119571,
27717,60.972643,-78.383625,
27718,61.268278,17.45474,
27719,47.487666,-7.224587,
27720,38.497465,-64.92934,
27721,66.995485,-9.402286,
27722,326.592991,-15.407253,
27723,336.565463,-24.892515,
27724,54.720473,-74.064225,
27725,75.730308,-43.198838,
27726,26.963229,-54.993348,
27727,24.308969,29.012477,
27728,66.281992,-53.738906,
27729,354.451293,-70.25646,
27730,83.335955,-65.256674,
27731,343.921784,-43.227797,
27732,31.788678,4.980057,
27733,1.721133,-57.223224,
27734,331.767885,-12.98844,
27735,339.691722,-42.574081,
27736,16.682548,-30.719824,
27737,325.777606,-46.132515,
27738,23.333611,-21.141134,
27739,50.799239,-67.60019,
27740,80.833894,-51.232793,
27741,334.793626,17.163478,
27742,1.92801,8.036178,
27743,70.177893,7.768118,
27744,85.300327,-3.45098,
27745,353.894286,12.168177,
27746,58.130338,-25.51163,
27747,30.174653,-56.398985,
27748,354.276009,-36.836521,
27749,76.050877,3.965505,
27750,348.28731,-26.482211,
27751,21.368697,29.982315,
27752,334.884267,-7.303762,
27753,14.701841,-9.940335,
27754,88.465969,-54.561302,
27755,46.86991,28.921104,
27756,65.307336,-17.627653,
27757,54.446487,-54.514345,
27758,3.389718,-42.033875,
27759,336.893767,7.842126,
27760,325.232654,-18.731171,
27761,36.452614,-17.039221,
27762,57.822613,10.862542,
27763,312.492431,14.858047,
27764,311.392571,-16.334961,
27765,312.017483,-66.039553,
27766,348.51798,-61.934821,
27767,14.274744,17.635479,
27768,0.455144,18.879405,
27769,13.686822,-3.296774,
27770,48.540863,-1.249301,
27771,26.021355,-49.08275,
27772,85.254033,-4.368603,
27773,44.020287,-24.148361,
27774,320.714604,23.033479,
27775,46.434693,-26.1528,
27776,83.442564,7.229968,
27777,43.640295,-56.666919,
27778,328.070079,-9.397878,
27779,337.71746,-4.543363,
27780,82.900236,-68.704914,
27781,1.923709,-20.854828,
27782,310.855417,17.610718,
27783,82.556566,4.97583,
27784,315.905012,8.354248,
27785,20.926208,17.149962,
27786,335.65234,23.56136,
27787,353.616126,18.564628,
27788,346.418724,-61.089339,
27789,342.193104,9.781036,
27790,352.307013,-10.545868,
27791,32.088539,-27.24151,
27792,13.689251,-18.640666,
27793,68.118578,-46.790521,
27794,88.640903,-6.921865,
27795,56.727073,2.960556,
27796,16.236104,-19.023026,
27797,3.656936,11.787777,
27798,5.533923,-2.283587,
27799,325.552436,-31.178507,
27800,38.688949,28.554911,
27801,354.2243,19.994123,
27802,344.984169,-66.270622,
27803,333.616215,14.070783,
27804,45.676073,-4.409983,
27805,81.153264,-22.164928,
27806,41.416395,1.802664,
27807,341.872362,1.540516,
27808,323.692063,-33.829794,
27809,331.121972,-1.061607,
27810,356.505328,7.225341,
27811,350.275477,6.541573,
27812,351.422485,-7.041869,
27813,10.098658,27.493665,
27814,334.013883,4.97285,
27815,313.444036,-4.168167,
27816,10.20875,-69.209675,
27817,14.319265,-23.242722,
27818,327.226288,-52.729002,
27819,74.797525,-57.400129,
27820,26.732833,6.751576,
27821,77.561616,-57.467988,
27822,338.242263,-51.953692,
27823,89.577231,-42.595797,
27824,29.217782,-46.853022,
27825,86.968134,-7.990981,
27826,70.491577,-13.671039,
27827,67.484465,3.630373,
27828,337.781756,-20.75567,
27829,312.481706,-62.314151,
27830,74.102189,28.768429,
27831,44.808201,-3.093777,
27832,337.639744,22.860634,
27833,45.985578,24.460392,
27834,357.577249,27.08706,
27835,334.512544,-5.670038,
27836,45.149222,-36.875458,
27837,31.477113,25.296733,
27838,37.963192,25.067894,
27839,75.900298,24.1989,
27840,52.213686,-10.310116,
27841,45.47122,-27.618934,
27842,45.578038,-37.084307,
27843,327.026661,0.600725,
27844,58.533329,-41.923785,
27845,353.149829,-62.329176,
27846,336.275488,1.449303,
27847,348.784265,-42.267107,
27848,42.655936,-32.549651,
27849,20.080466,-24.470837,
27850,330.029822,29.322928,
27851,71.099041,-35.428134,
27852,32.179238,-30.154865,
27853,330.205518,-50.80139,
27854,46.205353,-33.999765,
27855,9.880558,-73.028725,
27856,86.687479,-20.339517,
27857,349.074392,-39.827758,
27858,40.700374,-77.673701,
27859,25.847386,-22.155698,
27860,25.181797,-41.114809,
27861,80.574207,-75.646575,
27862,342.511402,-50.247125,
27863,15.005888,-46.11702,
27864,344.056708,-74.672619,
27865,57.917289,-45.276228,
27866,39.226879,-58.995423,
27867,316.201479,7.050088,
27868,21.350149,-77.865631,
27869,39.548321,-60.297398,
27870,341.35307,22.839041,
27871,325.744937,-0.313494,
27872,85.069816,12.761973,
27873,61.929439,-28.390208,
27874,58.736945,23.255365,
27875,350.62202,11.633799,
27876,9.785369,1.783644,
27877,48.516139,3.251357,
27878,348.067763,-33.059138,
27879,22.106692,6.728669,
27880,67.451739,27.416128,
27881,43.039213,-82.413972,
27882,321.86062,-36.304192,
27883,331.836404,15.896521,
27884,328.261075,-21.686909,
27885,343.402557,-55.472653,
27886,82.324568,20.95536,
27887,16.987288,-57.11249,
27888,34.819134,17.349868,
27889,322.553028,-26.476403,
27890,317.484283,-50.804366,
27891,312.046688,-25.483629,
27892,73.792295,-11.767066,
27893,339.478712,-30.40575,
27894,31.650258,-25.482786,
27895,317.934025,25.8418,
27896,339.99773,-33.319893,
27897,323.167993,-39.586142,
27898,356.678505,-26.11909,
27899,343.639899,-8.092408,
27900,26.951252,-19.581941,
27901,77.569363,27.965453,
27902,327.185745,-25.469976,
27903,73.378825,4.551847,
27904,343.320556,-39.710874,
27905,31.686638,-43.330783,
27906,60.787186,-41.279971,
27907,63.094652,-70.457095,
27908,54.045523,-69.645102,
27909,15.304806,2.180504,
27910,50.747876,-79.758084,
27911,12.012886,-14.707845,
27912,322.54188,7.507048,
27913,316.319835,9.085529,
27914,33.547491,-68.759968,
27915,72.674919,10.239793,
27916,43.782653,-9.214844,
27917,6.963929,24.960572,
27918,312.727009,-26.858502,
27919,65.726829,26.349592,
27920,323.826264,14.258261,
27921,316.58773,-86.613641,
27922,349.30716,-39.912967,
27923,342.923518,-18.095885,
27924,321.269998,-20.639191,
27925,82.09591,0.977798,
27926,56.942073,-79.141838,
27927,328.38395,-29.112613,
27928,328.633893,22.367723,
27929,39.745514,-14.399226,
27930,51.175347,-46.725119,
27931,67.346113,18.595821,
27932,4.84358,-27.698763,
27933,39.683547,-77.277214,
27934,317.86041,-63.286466,
27935,39.619826,-50.766747,
27936,56.732995,7.378965,
27937,26.300781,0.368434,
27938,30.717453,-20.997315,
27939,57.988175,22.004308,
27940,59.355939,3.456907,
27941,69.344259,10.815571,
27942,27.37212,15.938951,
27943,77.130535,-55.030932,
27944,334.159445,-35.011844,
27945,63.201166,-43.72527,
27946,351.002203,-13.114999,
27947,336.050199,-12.147263,
27948,36.874076,-26.839039,
27949,0.325099,-28.558678,
27950,40.403216,-58.093828,
27951,87.528611,-23.055274,
27952,58.560158,29.85027,
27953,356.80026,5.569311,
27954,20.457791,-9.92614,
27955,10.474769,11.56031,
27956,327.329127,-51.735652,
27957,334.763644,20.755882,
27958,43.151051,7.627732,
27959,59.109987,-2.794008,
27960,58.966528,-23.713067,
27961,25.787271,5.679569,
27962,76.617975,27.002634,
27963,321.37388,15.871766,
27964,58.04856,28.388337,
27965,310.29152,-0.038599,
27966,84.599701,-48.024658,
27967,56.927949,-82.238213,
27968,324.589645,-63.472768,
27969,21.554733,-38.474628,
27970,6.011611,17.539052,
27971,86.853428,11.679866,
27972,60.43633,-31.036453,
27973,342.17328,-71.51685,
27974,50.635272,-9.528373,
27975,12.032398,-5.97012,
27976,20.500466,19.653933,
27977,40.917357,-12.129149,
27978,71.274009,-59.410251,
27979,27.252588,-3.626322,
27980,56.47516,-14.883691,
27981,89.073322,-59.900305,
27982,319.059527,14.082037,
27983,37.042744,6.410885,
27984,331.973083,-51.723244,
27985,18.196032,-34.893494,
27986,56.72244,-18.040961,
27987,45.908216,-84.269759,
27988,57.738437,-6.39628,
27989,329.912907,27.86019,
27990,4.132296,6.06646,
27991,75.071646,-51.301775,
27992,334.300892,20.021414,
27993,340.457077,-39.144681,
27994,48.365598,-1.780676,
27995,322.431066,-40.031096,
27996,347.73644,-46.50833,
27997,14.958737,7.027273,
27998,55.022787,-31.515585,
27999,65.855127,-45.139303,
28000,85.898944,1.460424,
28001,322.960586,-12.362929,
28002,11.28596,6.658716,
28003,32.477555,4.997695,
28004,343.867212,9.075417,
28005,351.195632,11.869665,
28006,34.958611,-24.698787,
28007,3.663389,-44.234266,
28008,22.210944,28.13842,
28009,349.793876,-24.770353,
28010,70.675146,-3.944611,
28011,25.227152,-62.601515,
28012,354.016521,-36.017598,
28013,336.814296,-14.732145,
28014,1.04391,23.132951,
28015,31.108775,-55.808316,
28016,326.914253,-7.772869,
28017,59.543245,-51.476249,
28018,72.630842,-43.568809,
28019,24.699765,-21.186881,
28020,357.028306,-33.575354,
28021,347.252421,-70.974953,
28022,45.517428,10.492837,
28023,326.093606,-43.964772,
28024,74.239062,-20.070969,
28025,26.627754,2.045125,
28026,83.089847,9.153986,
28027,28.816807,-56.170277,
28028,31.027189,-36.634724,
28029,349.499926,-34.750388,
28030,33.720655,-59.169562,
28031,310.959497,-15.476882,
28032,64.705982,-26.524153,
28033,42.831038,15.311777,
28034,355.158546,-60.27711,
28035,82.616934,-26.06521,
28036,57.90392,27.733913,
28037,71.348272,12.86869,
28038,318.085562,-6.806139,
28039,317.732149,-27.987658,
28040,67.364454,-1.739367,
28041,71.155574,27.805865,
28042,78.14558,-14.687498,
28043,359.385878,6.793318,
28044,49.239718,23.331464,
28045,20.415005,-14.311629,
28046,15.756921,-26.112256,
28047,47.826758,-4.389971,
28048,33.936796,-32.084836,
28049,321.305391,-2.882582,
28050,9.961012,-21.042069,
28051,341.01265,-31.769077,
28052,24.102372,-8.020147,
28053,75.637909,-42.28694,
28054,320.590313,-42.538036,
28055,67.489869,-66.972294,
28056,332.313513,-10.316864,
28057,355.419033,-41.673375,
28058,14.825788,0.932545,
28059,32.660456,29.725477,
28060,7.214923,-13.47214,
28061,74.455097,-4.082278,
28062,12.838018,-32.967347,
28063,23.427223,-39.27876,
28064,25.480389,-34.277341,
28065,38.218814,-44.613323,
28066,327.812943,22.899341,
28067,343.241479,-39.565286,
28068,70.167716,-6.39742,
28069,23.623742,-48.126775,
28070,85.216969,-72.522059,
28071,89.741759,-2.042466,
28072,23.351766,15.83007,
28073,31.726867,9.914112,
28074,48.79674,-36.714995,
28075,38.12916,22.043993,
28076,44.212702,-83.635563,
28077,47.571238,-60.373337,
28078,87.883977,6.66976,
28079,71.53627,-3.58345,
28080,325.401569,6.845251,
28081,333.681654,-54.678515,
28082,343.937934,-52.960867,
28083,335.358658,6.201465,
28084,53.850353,4.973144,
28085,344.269525,-39.341346,
28086,321.742406,-61.138142,
28087,61.10916,-46.517829,
28088,56.89749,-81.001085,
28089,349.230588,-15.757747,
28090,24.601837,25.90552,
28091,1.879039,10.195657,
28092,346.953455,13.013539,
28093,77.533893,-24.70634,
28094,334.302226,18.711706,
28095,76.701512,0.903405,
28096,335.020348,-3.547274,
28097,42.006894,14.849689,
28098,334.825977,15.515302,
28099,75.287158,29.689499,
28100,359.026866,14.381114,
28101,82.279456,1.889332,
28102,341.893931,-13.04623,
28103,86.963188,-25.393603,
28104,333.372744,-4.764222,
28105,338.943891,-38.355722,
28106,84.908258,-60.937175,
28107,342.811377,-18.526993,
28108,31.609393,-86.311976,
28109,27.004039,-40.682256,
28110,61.533551,18.939423,
28111,319.456888,-3.9027,
28112,341.285566,-9.211391,
28113,0.417746,14.492456,
28114,32.221705,-75.863688,
28115,23.841954,-51.473364,
28116,4.601717,-10.148723,
28117,88.020877,-24.13914,
28118,5.727518,-36.319676,
28119,69.826417,-36.93719,
28120,36.410733,-58.521312,
28121,319.84948,5.895416,
28122,2.072182,14.383178,
28123,21.057921,12.434188,
28124,77.671446,-3.068047,
28125,12.880462,-22.230863,
28126,351.325319,17.954642,
28127,342.839572,-32.524949,
28128,316.726847,-6.918993,
28129,340.754843,-19.039126,
28130,42.354431,-38.994569,
28131,55.589044,6.72427,
28132,24.833266,-29.568538,
28133,353.1133,3.345961,
28134,36.93356,-14.850803,
28135,48.558186,-51.874561,
28136,83.675724,-12.75435,
28137,310.480546,-54.427729,
28138,313.531118,9.818457,
28139,348.783202,-31.392904,
28140,51.914896,-16.005778,
28141,358.82155,-68.466295,
28142,324.511589,-29.339982,
28143,46.948199,-4.508241,
28144,12.118467,16.250759,
28145,332.649507,-35.979015,
28146,2.601989,-60.784848,
28147,350.470097,-30.20506,
28148,86.208615,0.824939,
28149,3.051979,-46.643225,
28150,22.206215,-38.533721,
28151,18.016935,-86.181933,
28152,36.129638,-35.962011,
28153,313.821931,2.640547,
28154,39.51047,-18.923598,
28155,25.397793,-20.439976,
28156,57.585809,-47.940868,
28157,82.193281,-45.085974,
28158,45.301481,-47.436652,
28159,321.193021,-16.946218,
28160,48.851806,-11.754843,
28161,5.856752,-55.967359,
28162,32.959726,-10.737625,
28163,349.498425,-21.740815,
28164,350.676809,18.674238,
28165,11.36993,-60.442972,
28166,355.077666,-59.411969,
28167,86.994562,4.119567,
28168,46.239731,-78.074258,
28169,336.978383,-41.376616,
28170,314.65868,-35.654374,
28171,57.968763,-34.921013,
28172,333.795505,0.513957,
28173,356.730854,-32.473575,
28174,324.755874,-42.090034,
28175,67.211681,-62.244484,
28176,39.619365,-54.663272,
28177,328.545323,26.114754,
28178,63.35092,-14.959442,
28179,86.256503,-23.390129,
28180,68.676469,-51.625831,
28181,322.063487,-8.224171,
28182,83.413478,-42.612391,
28183,32.545986,19.884458,
28184,86.222917,-1.875629,
28185,22.424174,-41.913283,
28186,319.837409,-32.438064,
28187,4.675529,-60.54475,
28188,320.099109,-3.509261,
28189,49.485144,18.1309,
28190,34.348641,-12.456206,
28191,344.604622,-60.559242,
28192,83.622007,-11.278004,
28193,84.148777,-43.87205,
28194,0.314384,-30.874445,
28195,5.652804,4.446033,
28196,22.824255,13.83263,
28197,333.617527,-38.764279,
28198,317.708524,-49.358593,
28199,48.324513,-56.574543,
28200,324.752806,-33.401831,
28201,64.513899,-44.938035,
28202,80.04706,-63.805286,
28203,63.580934,10.149662,
28204,6.058851,11.102626,
28205,41.857591,-71.055048,
28206,345.797798,-63.580393,
28207,353.952306,20.39913,
28208,334.205466,11.792999,
28209,3.912221,-66.369949,
28210,80.839026,29.526673,
28211,334.023574,24.619322,
28212,42.511183,-28.640213,
28213,78.075125,-4.100202,
28214,314.913198,-44.232535,
28215,75.828144,-13.986458,
28216,334.596945,18.871185,
28217,316.401328,-33.454119,
28218,319.007518,-60.537692,
28219,6.099687,-31.117373,
28220,53.682962,17.353348,
28221,353.970858,-10.291812,
28222,65.999437,-38.790601,
28223,348.946163,26.87259,
28224,46.078888,-66.737498,
28225,321.676084,26.592751,
28226,85.502572,24.078142,
28227,52.122284,20.176983,
28228,4.591313,5.961827,
28229,1.51769,8.346902,
28230,319.198592,20.362417,
28231,77.715196,-41.304044,
28232,24.003719,-27.703222,
28233,358.455363,15.495489,
28234,355.827856,28.823964,
28235,81.029571,-31.231444,
28236,350.381556,-31.070197,
28237,85.709407,-24.570301,
28238,85.480205,14.701909,
28239,47.146791,3.102494,
28240,353.009098,15.045179,
28241,343.539504,17.965226,
28242,79.165939,-68.759724,
28243,42.788713,-6.446503,
28244,8.008615,-27.861897,
28245,317.944916,8.593897,
28246,327.928696,21.013296,
28247,76.323412,11.329447,
28248,5.000886,-55.55157,
28249,353.541422,4.250866,
28250,20.531081,-28.921959,
28251,61.769914,7.188579,
28252,48.843867,8.880042,
28253,59.174686,5.577474,
28254,347.395486,-44.056791,
28255,76.465652,-38.942594,
28256,315.631668,-48.414474,
28257,358.588194,-8.306711,
28258,318.031757,28.454013,
28259,54.327326,-21.185924,
28260,313.190439,-45.81653,
28261,341.762821,-41.250649,
28262,5.290814,-16.787527,
28263,83.160263,-45.889611,
28264,41.03636,-22.819832,
28265,51.374989,-39.374454,
28266,69.788383,20.718927,
28267,351.396158,-17.901986,
28268,37.419045,-13.012689,
28269,311.82164,-60.171158,
28270,346.549828,-11.109093,
28271,5.51831,-47.17692,
28272,12.000427,-23.67612,
28273,11.423439,9.203617,
28274,35.377617,-37.313615,
28275,315.402298,-56.213179,
28276,53.50052,-33.013631,
28277,69.988316,-36.764711,
28278,54.396029,29.640753,
28279,341.167316,29.843224,
28280,13.093593,4.663168,
28281,84.134819,3.961636,
28282,47.534374,-50.405983,
28283,47.24601,-2.976796,
28284,321.155061,6.143542,
28285,70.284826,-12.240656,
28286,15.318924,-57.120054,
28287,23.129898,-2.980432,
28288,32.080915,-10.02049,
28289,71.664252,-33.510426,
28290,38.623145,16.468099,
28291,64.353915,7.626487,
28292,10.172972,-39.503374,
28293,5.327606,12.19396,
28294,17.378699,-40.347103,
28295,43.093472,16.123962,
28296,40.980366,20.403561,
28297,77.742626,-33.044425,
28298,66.55156,-25.888081,
28299,334.943166,-45.183667,
28300,31.637258,1.136383,
28301,86.418835,-18.308889,
28302,32.491681,-25.120572,
28303,54.469388,6.046045,
28304,13.253838,-9.718576,
28305,2.19638,-6.607577,
28306,18.67204,15.003521,
28307,52.068545,-46.225552,
28308,21.733498,-1.211484,
28309,337.184634,-22.733585,
28310,338.532937,3.808556,
28311,356.434277,5.146322,
28312,315.012248,7.075681,
28313,341.486191,24.78846,
28314,12.564918,-75.245364,
28315,350.553848,19.605895,
28316,343.660217,-73.727241,
28317,357.292004,-15.29314,
28318,58.763533,-3.410873,
28319,39.434212,-12.306574,
28320,80.188187,25.751947,
28321,317.341434,-54.09428,
28322,76.331926,-35.782386,
28323,314.030151,-68.619627,
28324,349.09434,10.440897,
28325,318.968388,-26.830798,
28326,60.760809,19.785785,
28327,22.001483,-40.420501,
28328,67.311413,6.536789,
28329,40.799854,-24.041455,
28330,331.036589,-5.270795,
28331,73.053019,24.316883,
28332,49.404688,15.447277,
28333,62.772872,28.755556,
28334,311.762185,6.959299,
28335,5.809844,-43.517347,
28336,61.647564,-5.879004,
28337,49.994671,3.191439,
28338,23.457896,5.511239,
28339,41.814056,9.794187,
28340,20.565706,-79.357265,
28341,355.909271,-27.877481,
28342,350.497155,29.546101,
28343,74.438339,20.750365,
28344,20.930472,-80.249264,
28345,311.858624,-30.992879,
28346,333.336919,-63.132144,
28347,15.742863,-29.479267,
28348,7.42984,12.512865,
28349,12.075209,-39.228844,
28350,50.086171,-5.198895,
28351,331.995147,21.486368,
28352,52.345216,1.967866,
28353,17.459011,-40.925844,
28354,27.110483,-40.225197,
28355,32.992445,4.313234,
28356,76.722514,-3.110592,
28357,351.126729,-10.880633,
28358,70.624381,-33.361943,
28359,340.212552,-33.464755,
28360,21.997816,-35.041684,
28361,344.390255,-63.716442,
28362,88.07167,-21.977154,
28363,59.155553,-3.036122,
28364,79.694549,26.834303,
28365,79.34989,14.945773,
28366,52.001865,-66.387417,
28367,28.658385,-9.172278,
28368,8.587399,-19.249695,
28369,59.234989,25.818714,
28370,355.021701,7.325085,
28371,321.385358,-62.48671,
28372,67.016173,-22.143714,
28373,357.491956,-64.256041,
28374,11.923697,11.184427,
28375,347.40348,-27.035429,
28376,322.571948,-7.543853,
28377,310.178499,-38.328759,
28378,345.630428,15.32119,
28379,71.219867,-30.856831,
28380,336.29002,-9.722986,
28381,55.185169,-22.860511,
28382,354.146679,9.862357,
28383,81.237283,-41.212181,
28384,313.701504,-34.711954,
28385,321.199213,-77.325481,
28386,341.076676,-26.882893,
28387,71.792482,20.618142,
28388,17.792445,29.082614,
28389,314.614011,-63.880778,
28390,340.610929,-42.596381,
28391,67.01081,-10.166752,
28392,329.278629,4.105363,
28393,35.174094,-39.900809,
28394,56.427751,-71.366659,
28395,345.651621,-6.856386,
28396,50.173436,-6.320165,
28397,29.764854,-5.463728,
